,name,y,x,z,,,,,,,,,,h,dx,dy,dz,dd,,,,,fix,,,time,,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,p
162,pt1258,877425.5314,2107360.8065,122.9297," 52:36:04.00894"," 41:26:34.03357",131.2063,,,,,,,2.0922,0.0175,0.0098,0.0201,0.0041,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:11:18.0,2022-02-02 11:11:20.0,2022-02-02 08:11:18.0,2022-02-02 08:11:20.0,рельеф,2.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:36:58"," 77:56:25.02"," -01:11:24"," 02:19:48"," 140:54:00.00"," 52:36:04.00895"," 41:26:34.03357",122.9297,19241.7009," 351:28:16.36178",0.0000,,,,,,,0:0:2
163,pt1259,877426.7114,2107357.1691,123.0293," 52:36:04.04705"," 41:26:33.84027",131.3059,,,,,,,2.0922,0.0059,0.0009,0.0059,0.0019,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:11:27.0,2022-02-02 11:11:29.0,2022-02-02 08:11:27.0,2022-02-02 08:11:29.0,рельеф,2.0,40,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:11:17"," 215:27:13.33"," -02:09:36"," 00:21:00"," 224:39:36.00"," 52:36:04.04706"," 41:26:33.84027",123.0293,19239.9945," 351:28:53.05046",0.0000,,,,,,,0:0:2
164,pt1260,877436.7639,2107342.1478,123.2203," 52:36:04.37198"," 41:26:33.04184",131.4969,,,,,,,2.0922,0.0015,0.0014,0.0020,0.0018,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:12:27.0,2022-02-02 11:12:29.0,2022-02-02 08:12:27.0,2022-02-02 08:12:29.0,опдер 3-10 83,2.0,36,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:48:33"," 192:21:34.63"," -00:37:12"," -02:44:24"," 115:06:00.00"," 52:36:04.37199"," 41:26:33.04184",123.2203,19227.8316," 351:31:16.44355",0.0000,,,,,,,0:0:2
165,pt1261,877766.9340,2107402.1806,124.3564," 52:36:15.05440"," 41:26:36.22182",132.6330,,,,,,,2.0922,0.0240,0.0274,0.0364,0.0085,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:21:56.0,2022-02-02 11:21:58.0,2022-02-02 08:21:56.0,2022-02-02 08:21:58.0,кромка,2.0,39,30,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:20:36"," 274:09:46.88"," -00:37:12"," 02:15:36"," 348:49:48.00"," 52:36:15.05441"," 41:26:36.22182",124.3564,18910.4240," 351:11:37.75881",0.0000,,,,,,,0:0:2
166,pt1262,877767.0565,2107406.3405,124.4196," 52:36:15.05843"," 41:26:36.44285",132.6962,,,,,,,2.0922,0.0104,0.0076,0.0129,0.0035,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:22:15.0,2022-02-02 11:22:17.0,2022-02-02 08:22:15.0,2022-02-02 08:22:17.0,ось,2.0,38,30,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:02:41"," 268:10:54.20"," -00:06:00"," 01:02:24"," 352:41:24.00"," 52:36:15.05844"," 41:26:36.44285",124.4196,18910.9401," 351:10:52.71534",0.0000,,,,,,,0:0:2
167,pt1263,877838.1554,2107411.7620,124.9946," 52:36:17.35865"," 41:26:36.72885",133.2712,,,,,,,2.0922,0.0167,0.0064,0.0179,0.0050,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:23:29.0,2022-02-02 11:23:31.0,2022-02-02 08:23:29.0,2022-02-02 08:23:31.0,кромка,2.0,38,30,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:19:41"," 117:19:51.95"," -00:21:36"," 02:18:00"," 198:26:24.00"," 52:36:17.35866"," 41:26:36.72885",124.9946,18841.5173," 351:07:54.73254",0.0000,,,,,,,0:0:2
168,pt1264,877839.4539,2107407.7122,125.0575," 52:36:17.40058"," 41:26:36.51361",133.3341,,,,,,,2.0922,0.0032,0.0087,0.0093,0.0029,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:24:10.0,2022-02-02 11:24:12.0,2022-02-02 08:24:10.0,2022-02-02 08:24:12.0,ось,2.0,38,30,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:42:51"," 96:13:01.25"," 00:07:12"," 01:42:36"," 190:13:48.00"," 52:36:17.40060"," 41:26:36.51361",125.0575,18839.6100," 351:08:36.35175",0.0000,,,,,,,0:0:2
169,pt1265,877839.7970,2107403.5415,124.9953," 52:36:17.41161"," 41:26:36.29198",133.2719,,,,,,,2.0922,0.0090,0.0053,0.0104,0.0019,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:24:21.0,2022-02-02 11:24:23.0,2022-02-02 08:24:21.0,2022-02-02 08:24:23.0,кромка,2.0,38,30,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:44:23"," 232:27:59.51"," 00:57:00"," 02:34:12"," 342:44:24.00"," 52:36:17.41162"," 41:26:36.29198",124.9953,18838.6296," 351:09:20.89495",0.0000,,,,,,,0:0:2
170,pt1266,877882.7190,2107408.3305,125.1433," 52:36:18.80026"," 41:26:36.54519",133.4199,,,,,,,2.0922,0.0044,0.0129,0.0136,0.0010,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:25:05.0,2022-02-02 11:25:07.0,2022-02-02 08:25:05.0,2022-02-02 08:25:07.0,ось,3.0,39,30,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:46:48"," 202:16:03.52"," 00:48:00"," 01:35:24"," 318:58:12.00"," 52:36:18.80027"," 41:26:36.54519",125.1433,18796.9569," 351:07:16.54973",0.0000,,,,,,,0:0:2
171,pt1267,877585.2596,2107376.2618,122.8119," 52:36:09.17659"," 41:26:34.84999",131.0885,,,,,,,2.0922,0.0036,0.0032,0.0049,0.0054,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:50:53.0,2022-02-02 11:50:55.0,2022-02-02 08:50:53.0,2022-02-02 08:50:55.0,рельеф,2.0,40,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:48:02"," 288:37:36.11"," 02:44:24"," 00:34:48"," 96:40:12.00"," 52:36:09.17660"," 41:26:34.84999",122.8119,19086.0705," 351:21:15.16157",0.0000,,,,,,,0:0:2
172,pt1268,877586.1813,2107366.3435,122.8802," 52:36:09.20622"," 41:26:34.32296",131.1568,,,,,,,2.0922,0.0093,0.0055,0.0108,0.0006,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:51:10.0,2022-02-02 11:51:12.0,2022-02-02 08:51:10.0,2022-02-02 08:51:12.0,рельеф,3.0,40,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 05:07:34"," 33:24:55.27"," 02:58:12"," 04:10:48"," 158:45:00.00"," 52:36:09.20623"," 41:26:34.32296",122.8802,19083.6705," 351:22:59.65064",0.0000,,,,,,,0:0:2
173,pt1269,877586.8408,2107360.4416,123.2576," 52:36:09.22745"," 41:26:34.00935",131.5342,,,,,,,2.0922,0.0029,0.0047,0.0055,0.0091,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:51:21.0,2022-02-02 11:51:23.0,2022-02-02 08:51:21.0,2022-02-02 08:51:23.0,рельеф,3.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:05:42"," 122:07:21.81"," -02:47:24"," 01:20:24"," 147:47:24.00"," 52:36:09.22746"," 41:26:34.00935",123.2576,19082.1336," 351:24:01.66062",0.0000,,,,,,,0:0:2
174,pt1270,877589.1056,2107350.5282,123.5277," 52:36:09.30054"," 41:26:33.48253",131.8043,,,,,,,2.0922,0.0043,0.0071,0.0083,0.0138,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:51:37.0,2022-02-02 11:51:39.0,2022-02-02 08:51:37.0,2022-02-02 08:51:39.0,рельеф,3.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:57:12"," 322:20:35.69"," 00:12:36"," -00:55:48"," 219:37:12.00"," 52:36:09.30055"," 41:26:33.48253",123.5277,19078.4132," 351:25:43.97571",0.0000,,,,,,,0:0:2
175,pt1271,877589.5040,2107335.2229,123.6193," 52:36:09.31315"," 41:26:32.66928",131.8959,,,,,,,2.0922,0.0035,0.0013,0.0037,0.0040,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:52:01.0,2022-02-02 11:52:03.0,2022-02-02 08:52:01.0,2022-02-02 08:52:03.0,посадгр,2.0,39,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:59:12"," 82:33:30.14"," 00:10:48"," 00:58:12"," 183:04:12.00"," 52:36:09.31316"," 41:26:32.66928",123.6193,19075.7438," 351:28:26.98578",0.0000,,,,,,,0:0:2
176,pt1272,877616.1694,2107348.6352,122.7829," 52:36:10.17604"," 41:26:33.38114",131.0595,,,,,,,2.0922,0.0049,0.0058,0.0076,0.0082,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:53:02.0,2022-02-02 11:53:04.0,2022-02-02 08:53:02.0,2022-02-02 08:53:04.0,рельеф,3.0,40,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:56:06"," 106:36:48.53"," -01:27:36"," 01:16:12"," 147:38:24.00"," 52:36:10.17605"," 41:26:33.38114",122.7829,19051.3723," 351:25:20.57067",0.0000,,,,,,,0:0:2
177,pt1273,877616.0292,2107348.3351,122.8773," 52:36:10.17150"," 41:26:33.36520",131.1539,,,,,,,2.0922,0.0028,0.0032,0.0043,0.0044,2.0000,Веха(P),EFT:M2,30,RTK ФИКС.,2022-02-02 11:53:36.0,2022-02-02 11:54:05.0,2022-02-02 08:53:36.0,2022-02-02 08:54:05.0,рп,3.0,38,29,1.2000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:29:20"," 138:57:24.82"," -00:25:12"," 00:15:00"," 169:43:12.00"," 52:36:10.17152"," 41:26:33.36520",122.8773,19051.4658," 351:25:24.00991",0.0000,,,,,,,0:0:29
178,pt1274,877616.4639,2107347.8157,122.7983," 52:36:10.18555"," 41:26:33.33758",131.0749,,,,,,,2.0922,0.0020,0.0093,0.0095,0.0065,2.0000,Веха(P),EFT:M2,7,RTK ФИКС.,2022-02-02 11:54:30.0,2022-02-02 11:54:36.0,2022-02-02 08:54:30.0,2022-02-02 08:54:36.0,опдер 3-10 80,2.0,39,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:50:32"," 39:53:49.36"," 01:33:36"," -00:58:48"," 252:02:24.00"," 52:36:10.18557"," 41:26:33.33758",122.7983,19050.9589," 351:25:28.86922",0.0000,,,,,,,0:0:6
179,pt1275,877614.8936,2107352.5849,122.6922," 52:36:10.13484"," 41:26:33.59104",130.9688,,,,,,,2.0922,0.0064,0.0005,0.0064,0.0041,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:55:00.0,2022-02-02 11:55:02.0,2022-02-02 08:55:00.0,2022-02-02 08:55:02.0,рельеф,2.0,39,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:35:26"," 344:57:33.32"," -01:33:36"," 00:18:36"," 356:12:00.00"," 52:36:10.13485"," 41:26:33.59104",122.6922,19053.2237," 351:24:40.34980",0.0000,,,,,,,0:0:2
180,pt1276,877624.8685,2107353.0933,122.3096," 52:36:10.45755"," 41:26:33.61775",130.5862,,,,,,,2.0922,0.0033,0.0050,0.0059,0.0047,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:55:16.0,2022-02-02 11:55:18.0,2022-02-02 08:55:16.0,2022-02-02 08:55:18.0,рельеф,2.0,38,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:16:53"," 280:26:03.75"," -00:06:00"," 03:16:48"," 08:41:24.00"," 52:36:10.45756"," 41:26:33.61775",122.3096,19043.4381," 351:24:18.76931",0.0000,,,,,,,0:0:2
181,pt1277,877637.4757,2107354.1406,122.2558," 52:36:10.86542"," 41:26:33.67303",130.5324,,,,,,,2.0922,0.0042,0.0022,0.0048,0.0012,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:55:36.0,2022-02-02 11:55:38.0,2022-02-02 08:55:36.0,2022-02-02 08:55:38.0,рельеф,3.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 04:36:58"," 210:52:40.14"," 03:00:00"," 03:30:36"," 341:21:00.00"," 52:36:10.86543"," 41:26:33.67303",122.2558,19031.1294," 351:23:47.12397",0.0000,,,,,,,0:0:2
182,pt1278,877648.8461,2107354.9717,122.1063," 52:36:11.23328"," 41:26:33.71684",130.3829,,,,,,,2.0922,0.0041,0.0004,0.0041,0.0004,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:56:09.0,2022-02-02 11:56:11.0,2022-02-02 08:56:09.0,2022-02-02 08:56:11.0,рельеф,4.0,39,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:53:49"," 217:09:32.49"," 00:43:12"," 03:49:48"," 317:47:24.00"," 52:36:11.23329"," 41:26:33.71684",122.1063,19020.0119," 351:23:19.76521",0.0000,,,,,,,0:0:2
183,pt1279,877651.1163,2107363.0821,122.4434," 52:36:11.30687"," 41:26:34.14772",130.7200,,,,,,,2.0922,0.0252,0.0205,0.0325,0.0494,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 11:56:38.0,2022-02-02 11:56:38.0,2022-02-02 08:56:38.0,2022-02-02 08:56:38.0,рельеф,3.0,41,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:28:27"," 209:47:00.71"," 00:25:48"," 01:24:36"," 316:44:24.00"," 52:36:11.30688"," 41:26:34.14772",122.4433,19018.9822," 351:21:49.10855",0.0000,,,,,,,0:0:0
184,pt1280,877655.8368,2107355.7818,122.0112," 52:36:11.45945"," 41:26:33.75968",130.2878,,,,,,,2.0922,0.0412,0.0253,0.0484,0.0815,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 11:57:12.0,2022-02-02 11:57:12.0,2022-02-02 08:57:12.0,2022-02-02 08:57:12.0,рельеф,3.0,37,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:46:36"," 275:41:56.71"," -01:50:24"," 02:04:48"," 324:13:12.00"," 52:36:11.45946"," 41:26:33.75968",122.0111,19013.2217," 351:22:59.71987",0.0000,,,,,,,0:0:0
185,pt1281,877671.3059,2107358.6035,122.0795," 52:36:11.95995"," 41:26:33.90915",130.3561,,,,,,,2.0922,0.0252,0.0129,0.0283,0.0422,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 11:57:38.0,2022-02-02 11:57:38.0,2022-02-02 08:57:38.0,2022-02-02 08:57:38.0,рельеф,4.0,39,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:00:54"," 224:33:07.46"," -00:31:12"," 02:58:12"," 304:37:48.00"," 52:36:11.95996"," 41:26:33.90915",122.0795,18998.3503," 351:22:04.26583",0.0000,,,,,,,0:0:0
186,pt1282,877672.8181,2107364.6027,122.3145," 52:36:12.00897"," 41:26:34.22787",130.5911,,,,,,,2.0922,0.0300,0.0269,0.0403,0.0610,2.0000,Веха(P),EFT:M2,1,RTK ФИКС.,2022-02-02 11:57:56.0,2022-02-02 11:57:56.0,2022-02-02 08:57:56.0,2022-02-02 08:57:56.0,рельеф,7.0,40,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:39:56"," 276:00:10.42"," -01:13:12"," 02:22:12"," 338:46:48.00"," 52:36:12.00899"," 41:26:34.22787",122.3145,18997.7558," 351:20:57.40229",0.0000,,,,,,,0:0:0
187,pt1283,877672.4269,2107354.4790,122.3371," 52:36:11.99613"," 41:26:33.68996",130.6137,,,,,,,2.0922,0.0017,0.0031,0.0036,0.0082,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:58:22.0,2022-02-02 11:58:24.0,2022-02-02 08:58:22.0,2022-02-02 08:58:24.0,рельеф,2.0,39,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 07:27:00"," 115:26:36.70"," 00:00:36"," 07:27:00"," 205:31:12.00"," 52:36:11.99615"," 41:26:33.68996",122.3371,18996.6224," 351:22:46.71662",0.0000,,,,,,,0:0:2
188,pt1284,877673.5384,2107349.2526,122.8427," 52:36:12.03200"," 41:26:33.41222",131.1193,,,,,,,2.0922,0.0037,0.0017,0.0041,0.0003,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 11:58:49.0,2022-02-02 11:58:51.0,2022-02-02 08:58:49.0,2022-02-02 08:58:51.0,опдер 3-10 79,4.0,37,29,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:32:08"," 272:11:07.62"," 00:07:48"," -01:31:48"," 177:19:48.00"," 52:36:12.03201"," 41:26:33.41222",122.8427,18994.7388," 351:23:41.02193",0.0000,,,,,,,0:0:2
189,pt1285,877321.5587,2107390.1802,123.5602," 52:36:00.64585"," 41:26:35.59735",131.8368,,,,,,,2.0922,0.0009,0.0014,0.0017,0.0026,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:05:46.0,2022-02-02 12:05:48.0,2022-02-02 09:05:46.0,2022-02-02 09:05:48.0,км 15,2.0,39,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:44:38"," 17:48:10.14"," -01:24:00"," -01:02:24"," 341:11:24.00"," 52:36:00.64586"," 41:26:35.59735",123.5602,19348.8832," 351:25:51.06688",0.0000,,,,,,,0:0:2
190,pt1286,877320.5774,2107397.8268,123.8168," 52:36:00.61424"," 41:26:36.00366",132.0934,,,,,,,2.0922,0.0123,0.0305,0.0329,0.0028,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:06:05.0,2022-02-02 12:06:07.0,2022-02-02 09:06:05.0,2022-02-02 09:06:07.0,ось,2.0,40,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:27:36"," 244:55:48.00"," 00:00:00"," 01:27:36"," 334:55:48.00"," 52:36:00.61426"," 41:26:36.00366",123.8168,19350.9934," 351:24:32.02624",0.0000,,,,,,,0:0:2
191,pt1287,877372.7025,2107398.6911,123.6585," 52:36:02.30056"," 41:26:36.04804",131.9351,,,,,,,2.0922,0.0051,0.0189,0.0196,0.0040,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:07:20.0,2022-02-02 12:07:22.0,2022-02-02 09:07:20.0,2022-02-02 09:07:22.0,ось,3.0,40,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:04:01"," 124:08:42.15"," 00:01:48"," -00:03:36"," 07:34:48.00"," 52:36:02.30057"," 41:26:36.04804",123.6585,19299.5845," 351:22:59.67126",0.0000,,,,,,,0:0:2
192,pt1288,877450.2462,2107394.0761,123.6615," 52:36:04.80909"," 41:26:35.80054",131.9381,,,,,,,2.0922,0.0026,0.0067,0.0072,0.0021,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:08:43.0,2022-02-02 12:08:45.0,2022-02-02 09:08:43.0,2022-02-02 09:08:45.0,бровка,2.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:10:47"," 142:13:48.70"," 00:45:00"," 03:05:24"," 245:51:36.00"," 52:36:04.80910"," 41:26:35.80054",123.6615,19222.2255," 351:21:43.96440",0.0000,,,,,,,0:0:2
193,pt1289,877449.9276,2107396.3727,123.7604," 52:36:04.79882"," 41:26:35.92258",132.0370,,,,,,,2.0922,0.0056,0.0068,0.0089,0.0061,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:08:54.0,2022-02-02 12:08:56.0,2022-02-02 09:08:54.0,2022-02-02 09:08:56.0,кромка,2.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:35:18"," 157:22:05.35"," 00:28:48"," -00:20:24"," 12:40:48.00"," 52:36:04.79884"," 41:26:35.92258",123.7604,19222.8852," 351:21:20.11301",0.0000,,,,,,,0:0:2
194,pt1290,877448.8956,2107400.2928,123.8172," 52:36:04.76551"," 41:26:36.13089",132.0938,,,,,,,2.0922,0.0017,0.0062,0.0064,0.0074,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:09:10.0,2022-02-02 12:09:12.0,2022-02-02 09:09:10.0,2022-02-02 09:09:12.0,ось,3.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:12:04"," 109:34:45.82"," 00:12:00"," -00:01:12"," 295:17:24.00"," 52:36:04.76552"," 41:26:36.13089",123.8172,19224.4948," 351:20:40.19453",0.0000,,,,,,,0:0:2
195,pt1291,877448.2420,2107404.3638,123.7626," 52:36:04.74444"," 41:26:36.34722",132.0392,,,,,,,2.0922,0.0029,0.0055,0.0062,0.0009,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:09:24.0,2022-02-02 12:09:26.0,2022-02-02 09:09:24.0,2022-02-02 09:09:26.0,кромка,3.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:05:42"," 31:06:53.76"," 00:01:48"," -00:05:24"," 282:40:48.00"," 52:36:04.74445"," 41:26:36.34722",123.7626,19225.7543," 351:19:58.06997",0.0000,,,,,,,0:0:2
196,pt1292,877447.7887,2107406.9277,123.5190," 52:36:04.72982"," 41:26:36.48346",131.7956,,,,,,,2.0922,0.0013,0.0006,0.0014,0.0025,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:09:42.0,2022-02-02 12:09:44.0,2022-02-02 09:09:42.0,2022-02-02 09:09:44.0,бровка,2.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:40:27"," 127:39:37.71"," 01:19:12"," 01:01:48"," 269:41:24.00"," 52:36:04.72983"," 41:26:36.48346",123.5190,19226.5897," 351:19:31.60978",0.0000,,,,,,,0:0:2
197,pt1293,877480.6100,2107420.4615,122.2214," 52:36:05.79186"," 41:26:37.20159",130.4980,,,,,,,2.0922,0.0005,0.0011,0.0012,0.0028,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:10:35.0,2022-02-02 12:10:37.0,2022-02-02 09:10:35.0,2022-02-02 09:10:37.0,рельеф,2.0,36,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:51:00"," 259:39:36.00"," 00:00:00"," 00:51:00"," 349:39:36.00"," 52:36:05.79187"," 41:26:37.20159",122.2214,19196.1985," 351:16:14.65506",0.0000,,,,,,,0:0:2
198,pt1294,877481.2157,2107425.8960,122.3323," 52:36:05.81155"," 41:26:37.49032",130.6089,,,,,,,2.0922,0.0029,0.0096,0.0101,0.0011,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:10:49.0,2022-02-02 12:10:51.0,2022-02-02 09:10:49.0,2022-02-02 09:10:51.0,рельеф,5.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:10:48"," 164:32:13.06"," 01:07:48"," 00:20:24"," 327:47:24.00"," 52:36:05.81157"," 41:26:37.49032",122.3323,19196.4250," 351:15:15.94818",0.0000,,,,,,,0:0:2
199,pt1295,877481.3586,2107427.2972,122.3104," 52:36:05.81620"," 41:26:37.56477",130.5870,,,,,,,2.0922,0.0064,0.0037,0.0074,0.0009,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:11:07.0,2022-02-02 12:11:09.0,2022-02-02 09:11:07.0,2022-02-02 09:11:09.0,канава,3.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:26:12"," 344:56:43.55"," -00:24:36"," -00:09:00"," 324:51:00.00"," 52:36:05.81621"," 41:26:37.56477",122.3104,19196.4970," 351:15:00.83282",0.0000,,,,,,,0:0:2
200,pt1296,877479.9042,2107431.2266,122.4231," 52:36:05.76922"," 41:26:37.77360",130.6997,,,,,,,2.0922,0.0020,0.0019,0.0027,0.0002,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:11:34.0,2022-02-02 12:11:36.0,2022-02-02 09:11:34.0,2022-02-02 09:11:36.0,рельеф,2.0,36,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:09:47"," 294:47:04.81"," -00:41:24"," 02:03:00"," 06:11:24.00"," 52:36:05.76923"," 41:26:37.77360",122.4231,19198.5321," 351:14:21.48340",0.0000,,,,,,,0:0:2
201,pt1297,877475.9869,2107434.9417,122.7913," 52:36:05.64256"," 41:26:37.97111",131.0679,,,,,,,2.0922,0.0089,0.0062,0.0108,0.0029,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:11:56.0,2022-02-02 12:11:58.0,2022-02-02 09:11:56.0,2022-02-02 09:11:58.0,опжб 310 л9-71,2.0,33,27,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 06:06:26"," 110:19:45.06"," -05:42:36"," -02:10:12"," 89:28:48.00"," 52:36:05.64257"," 41:26:37.97111",122.7913,19202.9684," 351:13:48.45112",0.0000,,,,,,,0:0:2
202,pt1298,877476.5857,2107434.4666,122.5295," 52:36:05.66192"," 41:26:37.94585",130.8061,,,,,,,2.0922,0.0005,0.0111,0.0111,0.0012,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:12:13.0,2022-02-02 12:12:15.0,2022-02-02 09:12:13.0,2022-02-02 09:12:15.0,рельеф,4.0,35,30,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:37:19"," 14:15:20.05"," 00:36:36"," 02:33:00"," 117:42:00.00"," 52:36:05.66193"," 41:26:37.94585",122.5294,19202.3052," 351:13:52.51435",0.0000,,,,,,,0:0:2
203,pt1299,877478.9447,2107407.3594,123.6875," 52:36:05.73775"," 41:26:36.50548",131.9641,,,,,,,2.0922,0.0174,0.0063,0.0185,0.0001,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:13:35.0,2022-02-02 12:13:37.0,2022-02-02 09:13:35.0,2022-02-02 09:13:37.0,бровка,2.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:27:01"," 31:20:41.24"," 00:02:24"," -02:27:00"," 300:24:36.00"," 52:36:05.73777"," 41:26:36.50548",123.6875,19195.8551," 351:18:36.53041",0.0000,,,,,,,0:0:2
